,Date,Timestamp,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium
,07/07/2022,1657152000,10067.40308344024,13329405.841663346,51844991.54274726,10067.40308344024,13329405.841663346,51844991.54274726,921.8622339612522,9145.540849478988,13329405.841663346,25955836.283141572,25889155.25960569,,921.8622339612522,9145.540849478988,13329405.841663346,25889155.25960569,25955836.283141572,,351.8558144890275,615.8613366652518,112951.4942942407,21892.020514951182,219381.0292314693,,351.8558144890275,615.8613366652518,112951.4942942407,219381.0292314693,21892.020514951182,
,08/07/2022,1657238400,10399.9636587871,13190285.919958165,53220075.871798076,10399.9636587871,13190285.919958165,53220075.871798076,946.4921409754841,9453.471517811615,13190285.919958165,26672985.15285927,26547090.718938805,,946.4921409754841,9453.471517811615,13190285.919958165,26547090.718938805,26672985.15285927,,351.8558144890275,615.8613366652518,110601.08938418719,21552.011661879973,222598.4464106893,,351.8558144890275,615.8613366652518,110601.08938418719,222598.4464106893,21552.011661879973,
,09/07/2022,1657324800,10325.190888368896,12703865.270562677,51811230.45008765,10325.190888368896,12703865.270562677,51811230.45008765,890.1952106572396,9434.995677711657,12703865.270562677,25850984.293651156,25960246.156436495,,890.1952106572396,9434.995677711657,12703865.270562677,25960246.156436495,25850984.293651156,,351.8558144890275,615.8613366652518,110247.89786134406,21277.230767804005,225290.68954644186,,351.8558144890275,615.8613366652518,110247.89786134406,225290.68954644186,21277.230767804005,
,10/07/2022,1657411200,10252.161484439817,12353013.124112427,51585847.33581527,10252.161484439817,12353013.124112427,51585847.33581527,921.8622339612522,9330.299250478565,12353013.124112427,25795504.61987333,25790342.715941943,,921.8622339612522,9330.299250478565,12353013.124112427,25790342.715941943,25795504.61987333,,351.8558144890275,615.8613366652518,108009.20804505052,21226.849748503024,225499.19310957368,,351.8558144890275,615.8613366652518,108009.20804505052,225499.19310957368,21226.849748503024,
,11/07/2022,1657497600,9755.084446944353,11655837.9450898,49193366.460133836,9755.084446944353,11655837.9450898,49193366.460133836,862.0467454981175,8893.037701446236,11655837.9450898,24622290.024407167,24571076.435726665,,862.0467454981175,8893.037701446236,11655837.9450898,24571076.435726665,24622290.024407167,,351.8558144890275,615.8613366652518,107665.23134204507,21023.309646092577,226963.57321011144,,351.8558144890275,615.8613366652518,107665.23134204507,226963.57321011144,21023.309646092577,
,12/07/2022,1657584000,9120.7563630839,10591250.373608738,45514611.58356933,9120.7563630839,10591250.373608738,45514611.58356933,812.7869314696536,8307.969431614247,10591250.373608738,22768838.34843578,22745773.23513356,,812.7869314696536,8307.969431614247,10591250.373608738,22745773.23513356,22768838.34843578,,351.8558144890275,615.8613366652518,106949.91794010642,20735.136190838355,229685.68348110226,,351.8558144890275,615.8613366652518,106949.91794010642,229685.68348110226,20735.136190838355,
,13/07/2022,1657670400,8804.905529085989,9829050.4941217,42537587.694352284,8804.905529085989,9829050.4941217,42537587.694352284,823.3426059043244,7981.562923181664,9829050.4941217,21267476.936167467,21270110.75818482,,823.3426059043244,7981.562923181664,9829050.4941217,21270110.75818482,21267476.936167467,,351.8558144890275,615.8613366652518,106444.12490926684,20365.48941019015,230345.57892771086,,351.8558144890275,615.8613366652518,106444.12490926684,230345.57892771086,20365.48941019015,
,14/07/2022,1657756800,9165.61002313959,10247643.159762746,44883158.266605034,9165.61002313959,10247643.159762746,44883158.266605034,900.7508850919105,8264.85913804768,10247643.159762746,22453841.474632345,22429316.791972693,,900.7508850919105,8264.85913804768,10247643.159762746,22429316.791972693,22453841.474632345,,351.8558144890275,615.8613366652518,106017.41319845589,20190.30624185768,232043.41808372329,,351.8558144890275,615.8613366652518,106017.41319845589,232043.41808372329,20190.30624185768,
,15/07/2022,1657843200,9510.483278767373,10745845.75084748,47397450.48359907,9510.483278767373,10745845.75084748,47397450.48359907,950.0106991203744,8560.472579647,10745845.75084748,23756964.147071466,23640486.3365276,,950.0106991203744,8560.472579647,10745845.75084748,23640486.3365276,23756964.147071466,,351.8558144890275,615.8613366652518,105912.14026066904,20004.348425863696,233003.0192837335,,351.8558144890275,615.8613366652518,105912.14026066904,233003.0192837335,20004.348425863696,
,16/07/2022,1657929600,9506.97381352724,10684825.35805599,47957198.48890961,9506.97381352724,10684825.35805599,47957198.48890961,897.2323269470202,8609.74148658022,10684825.35805599,24093908.76775767,23863289.72115194,,897.2323269470202,8609.74148658022,10684825.35805599,23863289.72115194,24093908.76775767,,351.8558144890275,615.8613366652518,105570.84633984775,19741.985487002778,235779.95969915958,,351.8558144890275,615.8613366652518,105570.84633984775,235779.95969915958,19741.985487002778,
,17/07/2022,1658016000,9847.44091518225,12382553.704273414,54879410.628109306,9847.44091518225,12382553.704273414,54879410.628109306,985.196280569277,8862.244634612973,12382553.704273414,27359340.263923604,27520070.364185706,,985.196280569277,8862.244634612973,12382553.704273414,27520070.364185706,27359340.263923604,,351.8558144890275,615.8613366652518,103967.70532555344,20093.67009446574,231066.92161364993,,351.8558144890275,615.8613366652518,103967.70532555344,231066.92161364993,20093.67009446574,
,18/07/2022,1658102400,9940.70771150992,11553420.505502863,52690647.23984814,9940.70771150992,11553420.505502863,52690647.23984814,942.9735828305938,8997.734128679327,11553420.505502863,26494965.400220305,26195681.839627836,,942.9735828305938,8997.734128679327,11553420.505502863,26195681.839627836,26494965.400220305,,351.8558144890275,615.8613366652518,103571.6764276366,19623.86522895426,234833.54405762293,,351.8558144890275,615.8613366652518,103571.6764276366,234833.54405762293,19623.86522895426,
,19/07/2022,1658188800,11051.001483996497,13389958.357588464,61460523.30866908,11051.001483996497,13389958.357588464,61460523.30866908,1030.9375364528507,10020.063947543646,13389958.357588464,30869712.768685944,30590810.53998314,,1030.9375364528507,10020.063947543646,13389958.357588464,30590810.53998314,30869712.768685944,,351.8558144890275,615.8613366652518,102393.19689216536,19617.629192654884,233928.35160956744,,351.8558144890275,615.8613366652518,102393.19689216536,233928.35160956744,19617.629192654884,
,20/07/2022,1658275200,11434.59251857521,13087268.798130188,60196548.70378488,11434.59251857521,13087268.798130188,60196548.70378488,1045.0117690324118,10389.580749542798,13087268.798130188,30058474.130548734,30138074.57323615,,1045.0117690324118,10389.580749542798,13087268.798130188,30138074.57323615,30058474.130548734,,351.8558144890275,615.8613366652518,102068.85663804546,19516.081866879238,235049.71590419707,,351.8558144890275,615.8613366652518,102068.85663804546,235049.71590419707,19516.081866879238,
,21/07/2022,1658361600,10582.951414583285,12816358.42710819,59002481.1041017,10582.951414583285,12816358.42710819,59002481.1041017,1006.3076294386186,9576.643785144666,12816358.42710819,29520838.50959129,29481642.594510417,,1006.3076294386186,9576.643785144666,12816358.42710819,29481642.594510417,29520838.50959129,,351.8558144890275,615.8613366652518,102041.0702795238,19373.552773444346,234726.45377794918,,351.8558144890275,615.8613366652518,102041.0702795238,234726.45377794918,19373.552773444346,
,22/07/2022,1658448000,11023.704243046233,12921278.695279136,59965382.59361529,11023.704243046233,12921278.695279136,59965382.59361529,1157.6056296689005,9866.098613377333,12921278.695279136,29733860.33076444,30231522.262850855,,1157.6056296689005,9866.098613377333,12921278.695279136,30231522.262850855,29733860.33076444,,351.8558144890275,615.8613366652518,101176.71830928774,19113.832639567787,236720.08662478157,,351.8558144890275,615.8613366652518,101176.71830928774,236720.08662478157,19113.832639567787,
,23/07/2022,1658534400,10566.223487424826,12111228.846128767,58719259.13146433,10566.223487424826,12111228.846128767,58719259.13146433,1069.6416760466436,9496.581811378182,12111228.846128767,29867653.236155804,28851605.895308524,,1069.6416760466436,9496.581811378182,12111228.846128767,28851605.895308524,29867653.236155804,,351.8558144890275,615.8613366652518,101019.50826698446,18667.28327259738,240650.64555266098,,351.8558144890275,615.8613366652518,101019.50826698446,240650.64555266098,18667.28327259738,
,24/07/2022,1658620800,12437.549808606931,11322063.987149475,57322728.821413405,12437.549808606931,11322063.987149475,57322728.821413405,1136.494280799559,11301.055527807372,11322063.987149475,28584843.075062837,28737885.746350568,,1136.494280799559,11301.055527807372,11322063.987149475,28737885.746350568,28584843.075062837,,351.8558144890275,615.8613366652518,96769.77766794423,18263.558346631165,245622.95509701342,,351.8558144890275,615.8613366652518,96769.77766794423,245622.95509701342,18263.558346631165,
,25/07/2022,1658707200,11500.552981047864,10969422.292135429,56441981.95051086,11500.552981047864,10969422.292135429,56441981.95051086,1178.7169785382423,10321.83600250962,10969422.292135429,28240567.275171362,28201414.675339498,,1178.7169785382423,10321.83600250962,10969422.292135429,28201414.675339498,28240567.275171362,,351.8558144890275,615.8613366652518,96265.22415213188,18047.16662310768,247489.37845844228,,351.8558144890275,615.8613366652518,96265.22415213188,247489.37845844228,18047.16662310768,
,26/07/2022,1658793600,10602.296664701613,10093503.98043199,52139819.51840596,10602.296664701613,10093503.98043199,52139819.51840596,1062.6045597568632,9539.69210494475,10093503.98043199,26026816.24014363,26113003.278262332,,1062.6045597568632,9539.69210494475,10093503.98043199,26113003.278262332,26026816.24014363,,351.8558144890275,615.8613366652518,96211.07597399667,17914.68746310185,248908.6195621231,,351.8558144890275,615.8613366652518,96211.07597399667,248908.6195621231,17914.68746310185,
,27/07/2022,1658880000,10303.16921140978,10179271.517055975,52127058.46894843,10303.16921140978,10179271.517055975,52127058.46894843,1034.456094597741,9268.71311681204,10179271.517055975,26040060.13543495,26086998.33351348,,1034.456094597741,9268.71311681204,10179271.517055975,26086998.33351348,26040060.13543495,,351.8558144890275,615.8613366652518,96058.04960890795,18082.496083825754,246173.42958869,,351.8558144890275,615.8613366652518,96058.04960890795,246173.42958869,18082.496083825754,
,28/07/2022,1658966400,11452.1352983235,10987008.299685793,57347826.41243391,11452.1352983235,10987008.299685793,57347826.41243391,1333.5335369134143,10118.601761410086,10987008.299685793,28607616.204408012,28740210.2080259,,1333.5335369134143,10118.601761410086,10987008.299685793,28740210.2080259,28607616.204408012,,351.8558144890275,615.8613366652518,95780.73663748403,17705.143153404555,250546.6847530808,,351.8558144890275,615.8613366652518,95780.73663748403,250546.6847530808,17705.143153404555,
,29/07/2022,1659052800,12660.95779177176,11209580.717915017,59870196.556244135,12660.95779177176,11209580.717915017,59870196.556244135,1470.757304564135,11190.200487207625,11209580.717915017,29886958.97421132,29983237.582032815,,1470.757304564135,11190.200487207625,11209580.717915017,29983237.582032815,29886958.97421132,,351.8558144890275,615.8613366652518,95060.89482628068,17328.083729547314,254267.61857219142,,351.8558144890275,615.8613366652518,95060.89482628068,254267.61857219142,17328.083729547314,
,30/07/2022,1659139200,13252.198314327536,11383572.522556812,59447724.34039425,13252.198314327536,11383572.522556812,59447724.34039425,1396.8675835214394,11855.330730806096,11383572.522556812,29749239.979029145,29698484.361365106,,1396.8675835214394,11855.330730806096,11383572.522556812,29698484.361365106,29749239.979029145,,351.8558144890275,615.8613366652518,94863.10435464009,17234.74612369311,247487.36967804254,,351.8558144890275,615.8613366652518,94863.10435464009,247487.36967804254,17234.74612369311,
,31/07/2022,1659225600,12912.614262048031,11218259.416193083,58590916.71168508,12912.614262048031,11218259.416193083,58590916.71168508,1291.310839174731,11621.303422873301,11218259.416193083,29316408.77845617,29274507.93322891,,1291.310839174731,11621.303422873301,11218259.416193083,29274507.93322891,29316408.77845617,,351.8558144890275,615.8613366652518,94724.81141765669,17229.034819875862,247188.2794328203,,351.8558144890275,615.8613366652518,94724.81141765669,247188.2794328203,17229.034819875862,
,01/08/2022,1659312000,12289.720355545378,11010849.90881081,57770088.198929235,12289.720355545378,11010849.90881081,57770088.198929235,1259.6438158707185,11030.07653967466,11010849.90881081,28961944.15249724,28808144.046432,,1259.6438158707185,11030.07653967466,11010849.90881081,28808144.046432,28961944.15249724,,351.8558144890275,615.8613366652518,94351.75585956134,17233.71306395399,246856.4185641131,,351.8558144890275,615.8613366652518,94351.75585956134,246856.4185641131,17233.71306395399,
,02/08/2022,1659398400,12190.299492303431,10906370.740293195,56827129.72658144,12190.299492303431,10906370.740293195,56827129.72658144,1277.2366065951699,10913.062885708261,10906370.740293195,28349888.48796606,28477241.23861538,,1277.2366065951699,10913.062885708261,10906370.740293195,28477241.23861538,28349888.48796606,,351.8558144890275,615.8613366652518,94239.7886485198,17263.779709630035,246066.1992449268,,351.8558144890275,615.8613366652518,94239.7886485198,246066.1992449268,17263.779709630035,
,03/08/2022,1659484800,11662.411202165193,10477039.062280457,54988925.54565137,11662.411202165193,10477039.062280457,54988925.54565137,1315.940746188963,10346.47045597623,10477039.062280457,27496878.410444733,27492047.135206636,,1315.940746188963,10346.47045597623,10477039.062280457,27492047.135206636,27496878.410444733,,351.8558144890275,615.8613366652518,93947.62430308876,17209.64250603641,246521.2261047941,,351.8558144890275,615.8613366652518,93947.62430308876,246521.2261047941,17209.64250603641,
,04/08/2022,1659571200,12236.036201734627,10771851.912881713,56547166.32555418,12236.036201734627,10771851.912881713,56547166.32555418,1347.6077694929754,10888.428432241652,10771851.912881713,28225239.919412844,28321926.406141337,,1347.6077694929754,10888.428432241652,10771851.912881713,28321926.406141337,28225239.919412844,,351.8558144890275,615.8613366652518,93864.16794076083,17186.7232059362,246792.66648781227,,351.8558144890275,615.8613366652518,93864.16794076083,246792.66648781227,17186.7232059362,
,05/08/2022,1659657600,12348.652794633006,10433145.126172865,55196123.54595442,12348.652794633006,10433145.126172865,55196123.54595442,1337.0520950583045,11011.600699574701,10433145.126172865,27535771.91534681,27660351.630607616,,1337.0520950583045,11011.600699574701,10433145.126172865,27660351.630607616,27535771.91534681,,351.8558144890275,615.8613366652518,93537.25234151752,17089.58946125815,247985.93895111722,,351.8558144890275,615.8613366652518,93537.25234151752,247985.93895111722,17089.58946125815,
,06/08/2022,1659744000,12647.771155020082,10909233.671861833,58458406.4892583,12647.771155020082,10909233.671861833,58458406.4892583,1414.4603742458905,11233.31078077419,10909233.671861833,29234992.916480836,29223413.57277746,,1414.4603742458905,11233.31078077419,10909233.671861833,29223413.57277746,29234992.916480836,,351.8558144890275,615.8613366652518,93400.97321799515,16806.93601260209,250200.4586710399,,351.8558144890275,615.8613366652518,93400.97321799515,250200.4586710399,16806.93601260209,
,07/08/2022,1659830400,12694.386367374407,10497403.441281706,56462215.31968048,12694.386367374407,10497403.441281706,56462215.31968048,1491.8686534334768,11202.51771394093,10497403.441281706,28114197.830753565,28348017.488926914,,1491.8686534334768,11202.51771394093,10497403.441281706,28348017.488926914,28114197.830753565,,351.8558144890275,615.8613366652518,93086.84438486926,16707.49189160089,251379.0679163511,,351.8558144890275,615.8613366652518,93086.84438486926,251379.0679163511,16707.49189160089,
,08/08/2022,1659916800,12947.777111235046,10478871.653726218,56802880.294088036,12947.777111235046,10478871.653726218,56802880.294088036,1449.6459556947934,11498.131155540252,10478871.653726218,28345162.71439687,28457717.579691168,,1449.6459556947934,11498.131155540252,10478871.653726218,28457717.579691168,28345162.71439687,,351.8558144890275,615.8613366652518,92947.23836904575,16606.904445314925,252418.99573967687,,351.8558144890275,615.8613366652518,92947.23836904575,252418.99573967687,16606.904445314925,
,09/08/2022,1660003200,12987.36884665672,10459573.273294404,57960951.94229953,12987.36884665672,10459573.273294404,57960951.94229953,1446.1273975499032,11541.241449106818,10459573.273294404,28948952.2708284,29011999.67147113,,1446.1273975499032,11541.241449106818,10459573.273294404,29011999.67147113,28948952.2708284,,351.8558144890275,615.8613366652518,92751.3813362987,16274.244876282255,257267.00072245393,,351.8558144890275,615.8613366652518,92751.3813362987,257267.00072245393,16274.244876282255,
,10/08/2022,1660089600,11997.616379186193,9568693.126282247,53978193.55621442,11997.616379186193,9568693.126282247,53978193.55621442,1312.4221880440728,10685.19419114212,9568693.126282247,26985373.96308226,26992819.59313216,,1312.4221880440728,10685.19419114212,9568693.126282247,26992819.59313216,26985373.96308226,,351.8558144890275,615.8613366652518,91980.13194542196,16126.65325820351,259471.49469510873,,351.8558144890275,615.8613366652518,91980.13194542196,259471.49469510873,16126.65325820351,
,11/08/2022,1660176000,12957.44973629421,10782265.449160367,60642360.99638862,12957.44973629421,10782265.449160367,60642360.99638862,1477.7944208539157,11479.655315440294,10782265.449160367,30231126.315870516,30411234.680518106,,1477.7944208539157,11479.655315440294,10782265.449160367,30411234.680518106,30231126.315870516,,351.8558144890275,615.8613366652518,91896.91851325634,16099.654541802964,259194.02267551442,,351.8558144890275,615.8613366652518,91896.91851325634,259194.02267551442,16099.654541802964,
,12/08/2022,1660262400,12820.212329286354,10775153.572534245,60831432.12861592,12820.212329286354,10775153.572534245,60831432.12861592,1414.4603742458905,11405.751955040463,10775153.572534245,30431254.007215567,30400178.121400356,,1414.4603742458905,11405.751955040463,10775153.572534245,30400178.121400356,30431254.007215567,,351.8558144890275,615.8613366652518,91820.65251413929,16087.063218134108,259055.6294963814,,351.8558144890275,615.8613366652518,91820.65251413929,259055.6294963814,16087.063218134108,
,13/08/2022,1660348800,13030.479140223288,11059435.92706292,62600537.96979976,13030.479140223288,11059435.92706292,62600537.96979976,1446.1273975499032,11584.351742673385,11059435.92706292,31226443.444652647,31374094.525147106,,1446.1273975499032,11584.351742673385,11059435.92706292,31374094.525147106,31226443.444652647,,351.8558144890275,615.8613366652518,91589.53148706352,15977.999449764446,259826.869773475,,351.8558144890275,615.8613366652518,91589.53148706352,259826.869773475,15977.999449764446,
,14/08/2022,1660435200,13500.299854839892,10696473.268311705,62277294.81325386,13500.299854839892,10696473.268311705,62277294.81325386,1410.9418161010003,12089.358038738892,10696473.268311705,31178922.37759898,31098372.43565488,,1410.9418161010003,12089.358038738892,10696473.268311705,31098372.43565488,31178922.37759898,,351.8558144890275,615.8613366652518,90948.67161220734,15652.93383550245,264419.45783228363,,351.8558144890275,615.8613366652518,90948.67161220734,264419.45783228363,15652.93383550245,
,15/08/2022,1660521600,12954.832413334336,10325318.99464045,60567695.663169175,12954.832413334336,10325318.99464045,60567695.663169175,1358.163443927646,11596.66896940669,10325318.99464045,30299307.728283916,30268387.934885256,,1358.163443927646,11596.66896940669,10325318.99464045,30268387.934885256,30299307.728283916,,351.8558144890275,615.8613366652518,90596.81490427701,15513.046989879893,265582.0648844894,,351.8558144890275,615.8613366652518,90596.81490427701,265582.0648844894,15513.046989879893,
,16/08/2022,1660608000,12689.142628549907,9806628.999368066,58173050.57805993,12689.142628549907,9806628.999368066,58173050.57805993,1301.8665136094019,11387.276114940505,9806628.999368066,29080471.372513402,29092579.205546528,,1301.8665136094019,11387.276114940505,9806628.999368066,29092579.205546528,29080471.372513402,,351.8558144890275,615.8613366652518,90383.67741353056,15321.63929004921,268134.37055803253,,351.8558144890275,615.8613366652518,90383.67741353056,268134.37055803253,15321.63929004921,
,17/08/2022,1660694400,12521.977018274783,9690534.824916195,57877932.70324083,12521.977018274783,9690534.824916195,57877932.70324083,1319.4593043338532,11202.51771394093,9690534.824916195,28858940.418540776,29018992.284700055,,1319.4593043338532,11202.51771394093,9690534.824916195,29018992.284700055,28858940.418540776,,351.8558144890275,615.8613366652518,89910.32496674889,15211.733610173562,269242.8306244206,,351.8558144890275,615.8613366652518,89910.32496674889,269242.8306244206,15211.733610173562,
,18/08/2022,1660780800,11754.804042022115,9284745.532287281,56120402.67658061,11754.804042022115,9284745.532287281,56120402.67658061,1242.0510251462672,10512.753016875848,9284745.532287281,27995200.9541329,28125201.722447705,,1242.0510251462672,10512.753016875848,9284745.532287281,28125201.722447705,27995200.9541329,,351.8558144890275,615.8613366652518,89096.49296888286,15151.951935253755,269889.66243592463,,351.8558144890275,615.8613366652518,89096.49296888286,269889.66243592463,15151.951935253755,
,19/08/2022,1660867200,10876.785118074456,8995833.167392164,54865293.67728619,10876.785118074456,8995833.167392164,54865293.67728619,1115.3829319302172,9761.40218614424,8995833.167392164,27511333.030989647,27353960.64629655,,1115.3829319302172,9761.40218614424,8995833.167392164,27353960.64629655,27511333.030989647,,351.8558144890275,615.8613366652518,89041.20723935627,15060.3441272374,270750.87247645797,,351.8558144890275,615.8613366652518,89041.20723935627,270750.87247645797,15060.3441272374,
,20/08/2022,1660953600,9941.577121528293,8099197.766103883,49155452.93552521,9941.577121528293,8099197.766103883,49155452.93552521,999.2705131488381,8942.306608379455,8099197.766103883,24466353.82762372,24689099.10790149,,999.2705131488381,8942.306608379455,8099197.766103883,24689099.10790149,24466353.82762372,,351.8558144890275,615.8613366652518,88690.29529242098,15005.982328465763,270358.07170281967,,351.8558144890275,615.8613366652518,88690.29529242098,270358.07170281967,15005.982328465763,
,21/08/2022,1661040000,9726.030200147834,8033857.382246642,48135163.89197456,9726.030200147834,8033857.382246642,48135163.89197456,974.6406061346063,8751.389594013228,8033857.382246642,23979069.292080387,24156094.599894173,,974.6406061346063,8751.389594013228,8033857.382246642,24156094.599894173,23979069.292080387,,351.8558144890275,615.8613366652518,88527.35407434317,15185.37213970096,266182.86060489446,,351.8558144890275,615.8613366652518,88527.35407434317,266182.86060489446,15185.37213970096,
,22/08/2022,1661126400,10014.588339647862,8131781.095993093,49027998.10610221,10014.588339647862,8131781.095993093,49027998.10610221,1066.1231179017534,8948.465221746108,8131781.095993093,24432936.104494393,24595062.001607824,,1066.1231179017534,8948.465221746108,8131781.095993093,24595062.001607824,24432936.104494393,,351.8558144890275,615.8613366652518,88092.09290426923,15144.131566726826,266439.84402131755,,351.8558144890275,615.8613366652518,88092.09290426923,266439.84402131755,15144.131566726826,
,23/08/2022,1661212800,9843.908717680224,7976637.040396366,48705600.560163744,9843.908717680224,7976637.040396366,48705600.560163744,1055.5674434670825,8788.341274213142,7976637.040396366,24322204.674550653,24383395.88561309,,1055.5674434670825,8788.341274213142,7976637.040396366,24383395.88561309,24322204.674550653,,351.8558144890275,615.8613366652518,87597.59543593637,15006.296072649711,267772.85180774314,,351.8558144890275,615.8613366652518,87597.59543593637,267772.85180774314,15006.296072649711,
,24/08/2022,1661299200,9985.556825113232,7889023.945658962,48716398.0260421,9985.556825113232,7889023.945658962,48716398.0260421,1055.5674434670825,8929.98938164615,7889023.945658962,24336539.494015276,24379858.53202682,,1055.5674434670825,8929.98938164615,7889023.945658962,24379858.53202682,24336539.494015276,,351.8558144890275,615.8613366652518,87374.28226446961,14841.977846091855,270017.26140244567,,351.8558144890275,615.8613366652518,87374.28226446961,270017.26140244567,14841.977846091855,
,25/08/2022,1661385600,10105.205987849016,7823681.697861868,48956226.05860623,10105.205987849016,7823681.697861868,48956226.05860623,1076.6787923364243,9028.527195512592,7823681.697861868,24500387.88737702,24455838.17122921,,1076.6787923364243,9028.527195512592,7823681.697861868,24455838.17122921,24500387.88737702,,351.8558144890275,615.8613366652518,86842.95368922042,14674.493670528107,271460.0751607194,,351.8558144890275,615.8613366652518,86842.95368922042,271460.0751607194,14674.493670528107,
,26/08/2022,1661472000,10136.003601134656,7880349.785165513,49272168.621206254,10136.003601134656,7880349.785165513,49272168.621206254,1052.0488853221923,9083.954715812464,7880349.785165513,24592490.254582047,24679678.366624206,,1052.0488853221923,9083.954715812464,7880349.785165513,24679678.366624206,24592490.254582047,,351.8558144890275,615.8613366652518,86749.77746769608,14624.54596815041,271682.941068078,,351.8558144890275,615.8613366652518,86749.77746769608,271682.941068078,14624.54596815041,
,27/08/2022,1661558400,9186.716825556554,6830961.927701289,43397380.57201054,9186.716825556554,6830961.927701289,43397380.57201054,946.4921409754841,8240.22468458107,6830961.927701289,21644079.811605174,21753300.760405365,,946.4921409754841,8240.22468458107,6830961.927701289,21753300.760405365,21644079.811605174,,351.8558144890275,615.8613366652518,86610.39593890311,14346.55907335329,275812.1054951866,,351.8558144890275,615.8613366652518,86610.39593890311,275812.1054951866,14346.55907335329,
,28/08/2022,1661644800,9605.488895131788,6771482.081997124,42891243.125748694,9605.488895131788,6771482.081997124,42891243.125748694,1020.3818620181797,8585.107033113609,6771482.081997124,21400082.065908406,21491161.059840284,,1020.3818620181797,8585.107033113609,6771482.081997124,21491161.059840284,21400082.065908406,,351.8558144890275,615.8613366652518,86359.9296262865,14311.277153476762,274086.99221834313,,351.8558144890275,615.8613366652518,86359.9296262865,274086.99221834313,14311.277153476762,
,29/08/2022,1661731200,9187.577142670169,6352743.467473812,40835159.201891586,9187.577142670169,6352743.467473812,40835159.201891586,1052.0488853221923,8135.528257347976,6352743.467473812,20437121.30047647,20398037.901415113,,1052.0488853221923,8135.528257347976,6352743.467473812,20398037.901415113,20437121.30047647,,351.8558144890275,615.8613366652518,85328.99217560526,14246.165262396726,273983.0477020163,,351.8558144890275,615.8613366652518,85328.99217560526,273983.0477020163,14246.165262396726,
,30/08/2022,1661817600,9693.434662944534,6730889.235013632,43588265.64859092,9693.434662944534,6730889.235013632,43588265.64859092,1206.8654436973645,8486.569219247169,6730889.235013632,21827351.54673633,21760914.101854596,,1206.8654436973645,8486.569219247169,6730889.235013632,21760914.101854596,21827351.54673633,,351.8558144890275,615.8613366652518,85201.12955713458,14146.597759301287,275454.6088842354,,351.8558144890275,615.8613366652518,85201.12955713458,275454.6088842354,14146.597759301287,
,31/08/2022,1661904000,9828.068386349652,6665531.712841794,43448993.85801442,9828.068386349652,6665531.712841794,43448993.85801442,1076.6787923364243,8751.389594013228,6665531.712841794,21731990.96266985,21717002.895344567,,1076.6787923364243,8751.389594013228,6665531.712841794,21717002.895344567,21731990.96266985,,351.8558144890275,615.8613366652518,85138.99237248427,14025.706682846609,277391.7856092038,,351.8558144890275,615.8613366652518,85138.99237248427,277391.7856092038,14025.706682846609,
,01/09/2022,1661990400,9629.235752770515,6552736.702672063,42914991.54015091,9629.235752770515,6552736.702672063,42914991.54015091,1062.6045597568632,8566.631193013653,6552736.702672063,21474137.053428855,21440854.486722052,,1062.6045597568632,8566.631193013653,6552736.702672063,21440854.486722052,21474137.053428855,,351.8558144890275,615.8613366652518,84946.02933202052,13938.271295048131,277947.2969499877,,351.8558144890275,615.8613366652518,84946.02933202052,277947.2969499877,13938.271295048131,
,02/09/2022,1662076800,9656.514807911266,6645006.159706927,43724760.33793612,9656.514807911266,6645006.159706927,43724760.33793612,1034.456094597741,8622.058713313525,6645006.159706927,21879242.033980288,21845518.303955834,,1034.456094597741,8622.058713313525,6645006.159706927,21845518.303955834,21879242.033980288,,351.8558144890275,615.8613366652518,84931.06032345255,13854.110174372989,279211.6347642617,,351.8558144890275,615.8613366652518,84931.06032345255,279211.6347642617,13854.110174372989,
,03/09/2022,1662163200,9758.566633470216,6471529.600024888,43196792.430598,9758.566633470216,6471529.600024888,43196792.430598,1062.6045597568632,8695.962073713354,6471529.600024888,21593997.52221328,21602794.908384718,,1062.6045597568632,8695.962073713354,6471529.600024888,21602794.908384718,21593997.52221328,,351.8558144890275,615.8613366652518,84639.41407304327,13679.901123972633,282537.2077999571,,351.8558144890275,615.8613366652518,84639.41407304327,282537.2077999571,13679.901123972633,
,04/09/2022,1662249600,10331.32222302128,6320292.833011493,42462325.30795181,10331.32222302128,6320292.833011493,42462325.30795181,1037.9746527426312,9293.347570278649,6320292.833011493,21278687.718853872,21183637.58909794,,1037.9746527426312,9293.347570278649,6320292.833011493,21183637.58909794,21278687.718853872,,351.8558144890275,615.8613366652518,84349.29711746286,13632.756330751752,282712.3660629646,,351.8558144890275,615.8613366652518,84349.29711746286,282712.3660629646,13632.756330751752,
,05/09/2022,1662336000,10015.471389023369,6295911.903322666,42816982.16669007,10015.471389023369,6295911.903322666,42816982.16669007,1048.530327177302,8966.941061846066,6295911.903322666,21350403.665827494,21466578.500862576,,1048.530327177302,8966.941061846066,6295911.903322666,21466578.500862576,21350403.665827494,,351.8558144890275,615.8613366652518,83301.29536018346,13553.058214094593,284024.5898499944,,351.8558144890275,615.8613366652518,83301.29536018346,284024.5898499944,13553.058214094593,
